O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GOVINDAN V,Bahujan Samaj Party,416,9,425,0.23
2,SADHAN PRABHAKAR N,All India Anna Dravida Munnetra Kazhagam,70488,1091,71579,39.3
3,SELVI U,Desiya Murpokku Dravida Kazhagam,1988,21,2009,1.1
4,MURUGESAN S,Dravida Munnetra Kazhagam,83016,1848,84864,46.59
5,KARUPPU RAJA M,Makkal Needhi Maiam,3447,41,3488,1.91
6,SASIKALA S,Naam Tamilar Katchi,16262,168,16430,9.02
7,PARTHASARATHI M,My India Party,187,1,188,0.1
8,RAMAPANDI C,Independent,184,2,186,0.1
9,UDHAYAKUMAR M,Independent,208,0,208,0.11
10,UDAYAKUMAR,Independent,96,0,96,0.05
11,KUMAR S,Independent,78,1,79,0.04
12,BALAMURUGAN S,Independent,196,2,198,0.11
13,MURUKESAN K,Independent,684,3,687,0.38
14,RAVISANKAR V,Independent,109,0,109,0.06
15,RAJIV GANDHI K,Independent,350,4,354,0.19
16,NOTA,None of the Above,1242,16,1258,0.69
